brand,model_family,variant,generation,year_from,year_to,years_label,market_region,segment,engine,displacement_cc,displacement_is_approx,power_value,power_unit,power_hp_normalized,power_is_approx,torque_nm,torque_is_approx,gearbox,drive,front_wheel_in,rear_wheel_in,front_tire,rear_tire,fuel_l,fuel_is_approx,weight_kg,weight_type,seat_mm,support_level,data_status,mototwin_comment,source_url
Triumph,Tiger Sport 660,Tiger Sport 660,Tiger Sport 660 / MY2026,2022,,2022-н.в. / MY2026,EU,Sport touring / light crossover,660cc liquid-cooled inline 3-cylinder,660,False,95,PS,94,True,68,True,6-speed,CHAIN,17,17,120/70R17,180/55R17,17.2,True,207,wet,835,EARLY_BETA,official_current_partial,Crossover на 660-платформе; бак/обвес/посадка отличаются от Trident.,https://www.triumphmotorcycles.com/motorcycles/adventure/tiger-sport-660
Triumph,Street Triple 765,Street Triple 765 RS,Street Triple 765 RS / current,2023,,2023-н.в. / current,EU,Naked / sport roadster,765cc liquid-cooled inline 3-cylinder,765,False,130,PS,128.2,True,80,True,6-speed,CHAIN,17,17,120/70ZR17,180/55ZR17,15.0,True,188,wet,836,EARLY_BETA,needs_manual_verification,Sport-naked Triumph; высокий интерес к тормозам/подвеске/цепи.,https://www.triumphmotorcycles.com/motorcycles/roadsters/street-triple-765
Triumph,Speed 400,Speed 400,Speed 400 / current,2024,,2024-н.в. / current,US,Roadster / entry modern classic,398.15cc liquid-cooled single-cylinder DOHC,398.15,False,39.5,hp,39.5,False,37.5,False,6-speed,CHAIN,17,17,110/70R17,150/60R17,13.0,True,170,wet,790,EARLY_BETA,official_current_partial,Новая бюджетная платформа Triumph/Bajaj; важна для роста аудитории.,https://www.triumphmotorcycles.com/motorcycles/classic/speed-400/speed-400-2024
Triumph,Scrambler 400 X,Scrambler 400 X,Scrambler 400 X / current,2024,,2024-н.в. / current,US,Scrambler / entry dual-purpose,398.15cc liquid-cooled single-cylinder DOHC,398.15,False,39.5,hp,39.5,False,37.5,False,6-speed,CHAIN,19,17,100/90-19,140/80-17,13.0,True,178,wet,835,EARLY_BETA,official_current_partial,"400-платформа, но 19/17 и scrambler-геометрия; не объединять со Speed 400.",https://www.triumphmotorcycles.com/motorcycles/classic/scrambler-400-x/specification
Royal Enfield,Himalayan 450,Himalayan 450,Himalayan 450 / current,2024,,2024-н.в. / current,GLOBAL,Adventure / light-middle off-road,452cc liquid-cooled single-cylinder DOHC Sherpa,452,False,40.02,hp,40.02,False,40,False,6-speed,CHAIN,21,17,90/90-21,140/80-17,17.0,True,196,curb,825/845,MVP_CORE,official_current_pdf,Ключевой Royal Enfield adventure; сильный кандидат для MotoTwin в бюджетном adventure-сегменте.,https://www.royalenfield.com/content/dam/open-pdf/royal_enfield_himalayan_450_technical_specifications.pdf
Royal Enfield,Guerrilla 450,Guerrilla 450,Guerrilla 450 / current,2024,,2024-н.в. / current,US,Roadster / urban scrambler,452cc liquid-cooled single-cylinder DOHC Sherpa,452,False,39.48,hp,39.48,False,40,False,6-speed,CHAIN,17,17,120/70-17,160/60-17,11.0,False,185,wet,780,COMMUNITY_SUPPORT,official_current_pdf_partial,"Та же Sherpa-платформа, но дорожные 17/17; не смешивать с Himalayan.",https://www.royalenfield.com/content/dam/open-pdf/guerrilla-450-technical-specifications-rena.pdf
Royal Enfield,Classic 350,Classic 350,Classic 350 / J-platform current,2021,,2021-н.в. / current,US,Classic / retro roadster,349cc air/oil-cooled single-cylinder J-platform,349,False,20.2,PS,19.9,False,27,False,5-speed,CHAIN,19,18,100/90-19,120/80-18,13.0,True,195,curb,805,COMMUNITY_SUPPORT,official_current_partial,Массовая 350-платформа; важна по объему пользователей и простым расходникам.,https://www.royalenfield.com/us/en/motorcycles/classic-350/
Royal Enfield,Bullet 350,Bullet 350,Bullet 350 / J-platform current,2023,,2023-н.в. / current,GLOBAL,Classic / standard,349cc air/oil-cooled single-cylinder J-platform,349,False,20.2,PS,19.9,False,27,False,5-speed,CHAIN,19,18,100/90-19,120/80-18,13.0,True,195,curb,805,EARLY_BETA,needs_manual_verification,"Близка к Classic 350, но отдельная модель по кузовным деталям и комплектации.",https://www.royalenfield.com/us/en/motorcycles/bullet-350/
Royal Enfield,Hunter 350,Hunter 350,Hunter 350 / current,2022,,2022-н.в. / current,US,Roadster / urban entry,349cc air/oil-cooled single-cylinder J-platform,349,False,20.2,PS,19.9,False,27,False,5-speed,CHAIN,17,17,110/70-17,140/70-17,13.0,True,181,curb,800,EARLY_BETA,needs_manual_verification,Городская 350-платформа с 17/17; не смешивать с Classic/Bullet.,https://www.royalenfield.com/us/en/motorcycles/hunter-350/
Royal Enfield,Meteor 350,Meteor 350,Meteor 350 / current,2020,,2020-н.в. / current,US,Cruiser / entry,349cc air/oil-cooled single-cylinder J-platform,349,False,20.2,PS,19.9,False,27,False,5-speed,CHAIN,19,17,100/90-19,140/70-17,15.0,True,191,curb,765,EARLY_BETA,needs_manual_verification,Круизерная 350-платформа; отдельная посадка и заднее колесо.,https://www.royalenfield.com/us/en/motorcycles/meteor/
Royal Enfield,INT650,INT650,INT650 / current,2018,,2018-н.в. / current,US,Retro roadster / twin,648cc air/oil-cooled parallel twin,648,False,47,hp,47,False,54,False,6-speed,CHAIN,18,18,100/90-18,130/70-18,13.7,True,202,curb,804,COMMUNITY_SUPPORT,official_current_partial,Массовая 650 twin-платформа; важно для расходников и кастомизации.,https://www.royalenfield.com/us/en/motorcycles/int650/
Royal Enfield,Continental GT 650,Continental GT 650,Continental GT 650 / current,2018,,2018-н.в. / current,US,Cafe racer / twin,648cc air/oil-cooled parallel twin,648,False,47,hp,47,False,52,False,6-speed,CHAIN,18,18,100/90-18,130/70-18,12.5,True,211,curb,820,COMMUNITY_SUPPORT,official_current_partial,"Cafe-racer 650; мотор общий с INT650, но посадка/кузовные детали другие.",https://www.royalenfield.com/us/en/motorcycles/continental-gt/
Royal Enfield,Super Meteor 650,Super Meteor 650,Super Meteor 650 / current,2023,,2023-н.в. / current,US,Cruiser / middleweight twin,648cc air/oil-cooled parallel twin,648,False,47,hp,47,True,52.3,True,6-speed,CHAIN,19,16,100/90-19,150/80-16,15.7,True,241,curb,740,EARLY_BETA,needs_manual_verification,650 cruiser; отдельные колеса/посадка против INT/Continental.,https://www.royalenfield.com/us/en/motorcycles/super-meteor-650/
